codfornec,nome,nomefantasia,bairro,cep,campolivre1,campolivre2,cgccpf,codcidade,codtipo,contacx,contato,ctctbred,endereco,estado,fax,fone,inscest,observacao,pessoa_fj,homepage,email,ativo,codcliente,celular,inscmunicipal,codmunicipio,tipofornece,comissao,complemento,numero,optantesimples,identificacao,caracteristica_tributaria,detalhe_regime,regimetributario
000723,ATACADAO CAMBUCI EIRELI,ATACADAO CAMBUCI EIRELI,CAMBUCI,01520010,,,24824423000194,03827,,,,,RUA BARAO DE JAGUARA,SP,,1130191063,140847219112,,J,,,S,,,,,,0,,830,,0,99,99,99
000724,DELL AUTOPECAS E AUTOELETRICA LTDA,DELL AUTOPECAS E AUTOELETRICA LTDA,JOSE E MARIA,56320000,,,11423102000136,01588,,,,,SETE DE SETEMBRO,PE,,8738646362,040298957,,J,,,S,00016052,,,,,0,VILA EULALIA,400,,0,99,99,99
000725,UNIPARTS DISTRIBUIDORA DE PECAS AUTOMOTIVAS LTDA,UNIPARTS DISTRIBUIDORA DE PECAS AUTOMOTI,JARDIM CARAVELAS,04728020,,,43539876000113,03827,,,,,R DO CARREIRO DE PEDRA,SP,,11947645720,131976960111,,J,,,S,,,,,,0,,145,,0,99,99,99
000726,MARIA VILANI DE MOURA FERRAGENS ME,MARIA VILANI DE MOURA FERRAGENS ME,BOMBA,64600000,,,19353651000193,00824,,,,,AV DEPUTADO RAIMUNDO SA URTIGA,PI,,8934225786,195321103,,J,,,S,,,,,,0,,543,,0,99,99,99
000727,COMPANHIA BRASILEIRA DE DAMPERS LTDA,TRIADE,BELA VISTA,01311927,,,45955555000125,03827,,,,,AVENIDA PAULISTA,SP,,1129963816,134793653118,,J,,,S,,,,,,0,CONJUNTO 511,1471,,0,99,-1,-1
000728,BORIES ENERGIA E COMUNICACAO LTDA,BORIES ENERGIA E COMUNICACAO LTDA,GERCINO COELHO,56306230,,,19360987000183,01588,,,,,R DA GLORIA,PE,,8738625353,055704093,,J,,,S,,,,,,0,FUNDOS;,255,,0,99,99,99
000729,SO ONIBUS COMERCIAL DE PECAS LTDA,SO ONIBUS COMERCIAL DE PECAS LTDA,CAMPO LIMPO,44032411,,,06316728000103,01955,,,,,AV TRANSNORDESTINA,BA,,7532242030,64011721,,J,,,S,,,,,,0,,2100,,0,99,99,99
000730,FARIA VEICULOS LTDA,FARIA VEICULOS,CAMPOS ELISEOS,01205001,,,01869253000169,03827,004,,,,AVENIDA RIO BRANCO,SP,,1133510800,120079527111,,J,,,S,,,,,7,0,,1619,,0,99,-1,-1
000731,P DO ROSARIO DISTRIBUIDORA DE PECAS AUTOMOTIVAS,P DO ROSARIO,VILA DO TINGUA,26383160,,,47538712000122,03233,003,,,,RUA ITABIRA,RJ,,2126681468,12577419,,J,,,S,,,,,6,0,,175,,0,99,-1,-1
000732,AEC ARRANQUES E ALTERNADORES EIRELI,AEC ARRANQUES E ALTERNADORES EIRELI,TIROL (BARREIRO),30662072,,,27991455000172,02307,,,,,RUA JOSE DO CARMO DE OLIVEIRA,MG,,3133218504,0029878740030,,J,,,S,,,,,,0,,236,,0,99,99,99
000733,DISTRIBUIDORA BAHIA DE AUTOPECAS EIRELI,,ROV LOMANTO JUNIOR,48970000,,,04882257000175,02194,,,,,BR 407,BA,,7435416244,056856541,,J,,,S,,,,,2,0,,480,,0,99,-1,-1
000734,EWR PRIMOS MULTIPECAS E SERVICOS LTDA,EWR PRIMOS,PAULICEIA,13424060,,,52658885000114,03698,,,,,RUA FERNANDO LOPES,SP,,,132200673113,,J,,,S,,,,,7,0,,1047,,0,99,-1,-1
000735,BSB ROLAMENTOS LTDA,BSB ROLAMENTOS LTDA,VILA APIAI,09185690,,,54484712000152,03799,,,,,R ITAQUERA,SP,,1144295399,626172480110,,J,,,S,,,,,,0,,233/263,,0,99,99,99
000736,MG CENTRO AUTOMOTIVO LTDA,MG CENTRO AUTOMOTIVO LTDA,JOAO XXIII,48900365,,,05382527000141,02042,,,,,ROD LOMANTO JUNIOR,BA,,0000000000,122901636,,J,,,S,00016838,,,,,0,,105,,0,99,99,99
000737,MCR COMERCIO DE PECAS LTDA,,JARDIM SANTANA,13088601,,,04787377000193,03373,,,,,RUA ANGELIN GUERNELLI,SP,,1937816300,244896508110,,J,,,S,,,,,2,0,,481,,0,99,-1,-1
000738,METALURGICA SARAIVA INDUSTRIA E COMERCIO LTDA.,SARAIVA RETROVISORES,VENDAVAL,88164169,,,50185891000176,04344,001,,NOVA BAHIA,,RODOVIA SC-407,SC,,4832855080,254657974,REPRESENTADA PELA NOVA BAHIA,J,,,S,,,,,7,0,"KM 1,3",81,,0,99,-1,-1
000739,MPA AUTO PECAS IMPORTACAO E EXPORTACAO LTDA,MPA AUTO PECAS IMPORTACAO E EXPORTACAO L,VILA SAO FRANCISCO,08735270,,,09663619000150,03608,,,,,AVENIDA VALENTINA MELLO FREIRE BORENSTEIN,SP,,,454339988110,,J,,,S,,,,,,0,,228,,0,99,99,99
000740,METZLER E CIA LTDA,METZLER,CENTRO,89400000,,,85600658000197,04512,004,,,,RUA MATOS COSTA,SC,,4235231233,250407612,,J,,,S,,,,,7,0,,171,,0,99,-1,-1
000741,BBE AUTOMOTIVO IMPORTADORA EIRELI,BBE AUTOMOTIVO IMPORTADORA EIRELI,VILA SAO FRANCISCO,08735270,,,29138254000152,03608,,,,,AV. VALENTINA MELLO FREIRE BORENSTEIN,SP,,1147242173,454556190113,,J,,,S,,,,,,0,,206,,0,99,99,99
000742,J.S.L. LOPES AUTO PECAS,J.S.L. LOPES AUTO PECAS,ALTO DA MOOCA,03184010,,,22654182000157,03827,,,,,RUA RUI MARTINS,SP,,1132940684,144691000112,,J,,,S,,,,,,0,,344,,0,99,99,99
000743,CENTER VALLE AUTOMOTIVA LTDA,CENTER VALLE AUTOMOTIVA LTDA,DISTRITO INDUSTRIAL,56310800,,,54970246000115,01588,,,,,AV ALTINO COELHO DE MACEDO,PE,,87981241521,116981369,,J,,,S,00033442,,,,,0,,0,,0,99,99,99
000744,JOSE JOAO DOS SANTOS PETROLINA,JOSE JOAO DOS SANTOS PETROLINA,ALTO DO COCAR,56300000,,,05108740000160,01588,,,,,AV. TRANSNORDESTINA,PE,,8788454504,029214564,,J,,,S,,,,,,0,,160,,0,99,99,99
000745,MOURA DA SILVA RAMOS E LIMA LTDA,MOURA DA SILVA RAMOS E LIMA LTDA,BOMBA,64601385,,,16977776000104,00824,,,,,AV DEP RAIMUNDO DE SA URTIGA,PI,,08934222743,195073703,,J,,,S,06000056,,,,,0,,756,,0,99,99,99
000746,NDG COMPONENTES AUTOMOTIVOS LTDA,GAUSS,PONTO DOS CARVALHOS,54580773,,,54374964000129,01493,,,,,AV. GOV.MIGUEL ARRAES DE ALENCAR,PE,,,116133600,,J,,,S,01015470,,,,,0,GLP IM36,1380,,0,99,-1,-1
000747,FB COMERCIO AUTOMOTIVO LTDA,FB COMERCIO AUTOMOTIVO LTDA,ATRAS DA BANCA,56308210,,,34599648000148,01588,,,,,AVENIDA CORONEL CLEMENTINO COELHO,PE,,8738670220,084432381,,J,,,S,00027175,,,,,0,A,1362,,0,99,99,99
000748,FABIO AUTO CENTER,,G,48970000,,,39689793000133,02194,,,,,AVENIDA JOAO DURVAL CARNEIRO,BA,,,,,J,,,S,05002257,7435421431,,,1,0,VILA NOVA,44,,0,99,-1,-1
000749,VELLCO AUTOMOTIVE LTDA,VELLCO AUTOMOTIVE LTDA,BOA VIAGEM,51030160,,,21575591000952,01594,,,,,AVENIDA VINTE DE JANEIRO,PE,,4732279995,087764660,,J,,,S,,,,,,0,GALPAO 000B BOX 2615,247,,0,99,99,99
000750,SOARES GONCALVES COMERCIO E SERVICOS LTD,SOARES GONCALVES COMERCIO E SERVICOS LTD,RODOVIARIOS,48970000,,,05188443000252,02194,,,,,RUA LOMANTO JUNIOR,BA,,7435410947,101452188,,J,,,S,,,,,,0,,213,,0,99,99,99
000751,VELLCO AUTOMOTIVE LTDA,ELPER,CENTRO,44002560,,,21575591000871,01955,,,,,RUA DESEMBARGADOR FELINTO BASTOS,BA,,4732279995,149071549,,J,,,S,,,,,,0,,306,,0,99,-1,-1
000752,JS MARELLA AUTOMOVEIS LTDA,JS MARELLA,SANTOS DUMONT,15020000,,,68087329000175,03821,,0207003,,,RUA DOUTOR PRESCILIANO PINTO,SP,1732148000,,647213716110,,J,,,S,,,,,7,0,,3570,,0,99,-1,-1
000753,RADIMPORT IMPORTACAO E EXPORTACAO LTDA,L3D,PRIMEIRO DE MAIO,88820000,,,33920493000137,04417,,,,,RUA MACHADO DE ASSIS,SC,,,260374210,,J,,,S,,,,,,0,,58,,0,99,-1,-1
000754,MINCARONE RUIZ E CIA LTDA,MINCARONE RUIZ E CIA,SARANDI,91110010,,,90383142000178,04927,,0207003,,,RUA DONA ALZIRA,RS,5133491824,,0960944710,,J,,,S,,,,,7,0,,882,,0,99,-1,-1
000755,OCTO INDUSTRIA COMERCIO E DISTRIBUICAO DE FREIOS L,BRASFREIOS,VILA GENI,08599190,,,29962366000123,03529,,,,,SAO JORGE,SP,,,379630392113,,J,,,S,,,,,,0,,160,,0,99,-1,-1
000756,BORMANA COM. DE AUTO PECAS LTDA,BORMANA,SANTA FE,95045070,,,93527794000127,04697,003,0207003,,,RODOVIA ERS-122,RS,5432899500,,0290200644,,J,,,S,,,,,7,0,,122,,0,99,-1,-1
000757,HM DISTRIBUIDORA DE AUTOPECAS LTDA,HM DISTRIBUIDORA DE AUTOPECAS LTDA,JARDIM MARAVILHA,56306610,,,13820703000450,01588,,,,,AVE. SETE DE SETEMBRO,PE,,8738241059,113408862,,J,,,S,,,,,,0,SALA 1,639,,0,99,99,99
000758,AUTODRIVE PECAS AUTOMOTIVAS LTDA,SOLOPES,JARDIM CASTANHA,07182310,,,55020506000154,03477,,,,,RUA PEDRA LAVADA,SP,1126001041,1126001014,137276890117,,J,,solopes@solopes.com.br,S,01016092,1126001014,,,,0,LETRA B,139,,0,99,-1,-1
000759,SHOPEE,SHOPEE,JARDIM PAULISTANO,01451000,,,35635824000112,03827,,,,,AVENIDA BRIGADEIRO FARIA LIMA,SP,,,142264595115,,J,,,S,,,,,6,0,,3064,,0,99,-1,-1
000760,EDIVALDO CANDIDO DE SOUZA,EDIVALDO CANDIDO,JARDIM SANTO ANTONIO,03563340,,,45442926000175,03827,010,0207003,,,RUA RIO DAS ANTAS,SP,11939417076,,134405440114,,J,,,S,,11939417076,,,6,0,ANEXO A,223,,0,99,-1,-1
000761,APS DISTRIBUIDORA DE AUTOPECAS E MT,APS DISTRIBUIDORA,JARDIM AMERICA,29140050,,,01910513000364,03111,003,0207003,,,AVENIDA AMERICA,ES,,,082430772,,J,,,S,,2732160520,,,7,0,,432,,0,99,-1,-1
000762,AUTOMOTIVE IMPORTS COMERCIAL LTDA,AUTOMOTIVE IMPORTS,PORTAO,07412000,,,19862027000111,03309,003,0207003,,,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,SP,,46538000,188138403119,,J,,,S,,,,,7,0,,4455,,0,99,-1,-1
000763,AUTOFY COMERCIO DE PECAS LTDA,AUTOFY,GUATUPE,83060000,,,49053503000114,04259,,,,,AVENIDA THOMAZ CARMELIANO DE MIRANDA,PR,,,9098026360,,J,,,S,,,,,7,0,,1142,,0,99,-1,-1
000764,T DE OLIVEIRA MENDES PEAS AUTOMOTIVAS,T DE OLIVEIRA,VILA FORMOSA,03357005,,,29437551000107,03827,,,,,PRACA ANTONIO PEREIRA MARTINS,SP,,11953923426,118926280116,,J,,,S,,,,,,0,,44,,0,99,-1,-1
000765,CAMILA GERALDO OBERST E-COMMERCE,CAMILA GERALDO,BOQUEIRAO,81650200,,,42044984000152,04003,,,,,RUA WALDEMAR LOUREIRO CAMPOS,PR,,4130455524,9089343779,,J,,,S,,,,,6,0,,861,,0,99,-1,-1
000766,ODELLI AUTO PARTS LTDA,ODELLI,SANTA RITA,89162400,,,47626177000161,04525,,,,,RODOVIA BR-470,SC,,,261863967,,J,,,S,,,,,7,0,,2184,,0,99,-1,-1
000767,JR PECAS AUTOMOTIVAS LTDA,JR PECAS AUTOMOTIVAS LTDA,JARDIM JOQUEI CLUBE,14078630,,,52403589000172,03752,,,,,RUA LENCOIS PAULISTA,SP,,1636241056,125830179114,,J,,,S,,,,,,0,PORTAO 2,112,,0,99,99,99
000768,SERGINHO DISTRIBUIDORA DE MOTO PECAS,SERGINHO DISTRIBUIDORA DE MOTO PECAS,BOCAINA,09425020,,,41411170000146,03751,,,,,RUA LIONS,SP,,,581221735110,,J,,,S,,,,,,0,,125,,0,99,-1,-1
000769,LIQUID POWER,LIQUID POWER,CENTRO,84940000,,,44627559000111,04275,,,,,SIQUEIRA CAMPOS,PR,,,9092351545,,J,,,S,,,,,,0,,1865,,0,99,-1,-1
000770,ECO DISTRIBUIDORA E LOGISTICA LTDA,ECOPADS,ESTIVA,13293074,,,08299704000119,03573,,,,,AVENIDA ALEXANDRE BIAZI,SP,,1121363900,421078304111,,J,,,S,,,,,,0,,255,,0,99,-1,-1
000771,MIGLIATI & LUMINI LTDA,MIGLIATI & LUMINI LTDA,VILA MARCELINO,13570591,,,07088863000101,03811,,,,,RUA RAIMUNDO CORREA,SP,,1633688002,637271244118,,J,,,S,,,,,7,0,,1537,,0,99,-1,-1
000772,TROPICAL DISTRIBUIDORA DE EQUIPAMENTOS,,VILA NOVA,11013500,,,01759987000195,03807,,,,,RUA MARECHAL PEGO JUNIOR,SP,,,633372204118,,J,,,S,,,,,,0,,109,,0,99,-1,-1
000773,MALIBU IMPORTS COMERCIO DE PECAS,MALIBU,BELENZINHO,03055030,,,46321614000176,03827,,,,,RUA DOUTOR UBALDINO DO AMARAL,SP,,1122684120,132564499117,,J,,,S,,,,,1,0,,169,,0,99,-1,-1
000774,UNIVERSO MIG LTDA,UNIVERSO MIG LTDA,JARDIM DOM BOSCO,13333330,,,50215200000130,03500,,,,,RUA QUINZE DE NOVEMBRO,SP,,,353566251110,,J,,,S,,,,,7,0,,2475,,0,99,-1,-1
000775,PONTEIRAS RODRIGUES INDUSTRIA DE AUTO PECAS LTDA,PONTEIRAS RODRIGUES INDUSTRIA DE AUTO PE,AVENTUREIRO,89226000,,,75843599000124,04445,,,,,RUA TUIUTI,SC,,4734196699,250883465,,J,,,S,,,,,,0,,2784,,0,99,99,99
000776,SK AUTOPARTES LTDA,SK,PORTAO,07412000,,,48317193000135,03309,,,,,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,SP,,46538000,188178098115,,J,,,S,,,,,7,0,,4435,,0,99,-1,-1
000777,CENTRAUTO AUTOPECAS LTDA,,ARIBIRI,29120600,,,44003397000140,03171,,,,,TRAVESSA ARISTIDES MIRANDA,ES,,,083828915,,J,,,S,,,,,7,0,,20,,0,99,-1,-1
000778,REAL MOTO PECAS LTDA,REAL MOTO PECAS LTDA,PORTO DE SANTANA,29153016,,,25630302002541,03111,,,,,R VERDES MARES,ES,,732022430,083482016,,J,,,S,,,,,,0,GALPAO 01,49,,0,99,99,99
000779,JAILSON DOS SANTOS SILVA 97977837587,JAILSON DOS SANTOS SILVA 97977837587,CONTORNO DE SAO JOSE,44695000,,,21179365000103,01909,,,,,AVENIDA AIRTON SENNA,BA,,74998004308,120060966,,J,,,S,,,,,,0,,755,,0,99,99,99
000780,SHEKPARTS DO BRASIL IND. E COM. EIRELLI EPP,SHEKPARTS,JARDIM SCYNTILA,07194490,,,21281037000105,03477,001,,,,RUA SANDOVALINA,SP,,,796274743115,,J,,,S,,,,,2,0,,093,,0,99,-1,-1
000781,TOPCAR AUTO PECAS LTDA,TOPCAR,SAUDE,04142110,,,37092936000108,03827,,,,,RUA MARYLANDES GROSSMANN,SP,,1147144858,128911426114,,J,,,S,,,,,7,0,,003,,0,99,-1,-1
000782,IRINEU AUTO PECAS LTDA,IRINEU AUTO PECAS LTDA,RODOVIA,48970000,,,56703106000106,02194,,,,,RODOVIA LOMANTO JUNIOR BR 407,BA,,7499999999,221410334,,J,,,S,,,,,,0,KM 127,115,,0,99,99,99
000783,TOTALFLUX INDUSTRIA DE PRODUTOS QUIMICOS LTDA,TOTALFLUX INDUSTRIA DE PRODUTOS QUIMICOS,BAIRRO CONCEICAO,95760000,,,17982571000171,05013,,,,,ESTRADA ESTRADA DA MACONARIA,RS,,5136350499,1280055623,,J,,,S,,,,,,0,,150,,0,99,99,99
000784,ABARE RADIADORES E TURBINAS EIRELI,ABARE RADIADORES E TURBINAS EIRELI,CAMINHO DO SOL,56330000,,,26203624000108,01588,,,,,AVE SETE DE SETEMBRO,PE,,8738662515,069048401,,J,,,S,00003625,,,,,0,56300000,814,,0,99,99,99
000785,AGS IMPORTADORA E EXPORTADORA LTDA,AGS IMPORTADORA E EXPORTADORA LTDA,JARDIM SANTA FRANCISCA,07034040,,,49318001000178,03477,,,,,RUA PAULO STEOLA,SP,,37166562,127910338115,,J,,,S,,,,,,0,GALPAO11,150,,0,99,99,99
000786,AUTO SUPER DISTRIBUIDORA AUTOMOTIVA LTDA,TIGER,VILA ALPINA,03209051,,,46601592000106,03827,,,,,RUA FERREIRA DE AGUIAR,SP,,11937317413,136868145110,,J,,,S,,,,,,0,,44,,0,99,-1,-1
000787,SUPREMA DISTRIBUIDORA DE PECAS AUTOMOTIVAS LTDA,SUPREMA DISTRIBUIDORA DE PECAS AUTOMOTIV,OURO BRANCO,47802147,,,11247799000131,01863,,,,,AV ANTONIO CARLOS MAGALHAES,BA,,7736110172,124346389,,J,,,S,,,,,,0,,1606,,0,99,99,99
000788,CONSTRUCOES E FERRAMENTAS DO VALE LTDA,CONSTRUCOES E FERRAMENTAS DO VALE LTDA,TABULEIRO,48906085,,,40956582000107,02042,,,,,RUA BELA VISTA,BA,,7488055695,176926905,,J,,,S,,,,,,0,LOJA 2,10,,0,99,99,99
000789,ANTONIO DOS SANTOS SILVA & CIA LTDA,ANTONIO DOS SANTOS SILVA E CIA LTDA,RODOVIARIO,48970000,,,14928709000166,02194,,,,,AVENIDA JOAO DURVAL CARNEIRO,BA,,7434521444,028715700,,J,,,S,,,,,,0,CASA,S/N,,0,99,99,99
000790,STARKE AUTOMOTIVE LTDA,STARKE AUTOMOTIVE LTDA,ESCOLINHA,89270000,,,55171684000186,04410,,,,,R LAURO ZIMMERMANN,SC,,1934023242,262940159,,J,,,S,,,,,,0,,1557,,0,99,99,99
000791,VALE MIX ATAC. DE MAT. DE CONST. LTDA ME,VALE MIX ATAC. DE MAT. DE CONST. LTDA ME,SAO GONCALO,56312460,,,11380693000101,01588,,,,,RUA JOSE FERREIRA DOS ANJOS,PE,,8788336467,056842503,,J,,,S,,,,,,0,,631,,0,99,99,99
000792,WAGNER ALMEIDA DE SOUZA 05697509545,WAGNER ALMEIDA DE SOUZA 05697509545,POVOADO DO PIRI,47350000,,,38190077000144,02196,,,,,10A AVENIDA AV DO BRAS,BA,,7488615557,170397809,,J,,,S,01007460,,,,,0,,S/N,,0,99,99,99
000793,RODOBENS VEICULOS COMERCIAIS BAHIA S.A.,RODOBENS VEICULOS COMERCIAIS BAHIA S.A.,SUBAE,44079002,,,03098482000152,01955,,,,,AV DEP LUIS EDUARDO MAGALHAES,BA,,7521018400,50766538,,J,,,S,,,,,,0,Rua Tom Central Br 324,SN,,0,99,99,99
000794,JN AUTO PECAS E SUCATAS LTDA,JN,VILA MAUA,74323240,,,04392892000174,05409,,,,,AVENIDA GENERAL COUTO DE MAGALHAES,GO,,,103380728,,J,,,S,00000087,,,,,0,QD 25 LT11,498,,0,99,-1,-1
000795,RELIABLE AUTOMOTIVE DO BRASIL COMERCIO DE AUTOPECA,RELIABLE AUTOMOTIVE DO BRASIL COMERCIO D,IPIRANGA,04275040,,,32297932000134,03827,,,,,RUA TORIBATE,SP,,1120961592,123383412114,,J,,,S,,,,,,0,,55,,0,99,99,99
000796,EXPEDITUBO INDUSTRIA E COMERCIO DE PECAS TUBOLARES,EXPEDITUBO INDUSTRIA E COMERCIO DE PECAS,NUCLEO ITAIM,08538100,,,72790991000164,03827,,,,,RUA PREF TAKUME KOIKE,SP,,1146769370,305190803117,,J,,,S,,,,,,0,,194,,0,99,99,99
000797,CONDUTEC MATERIAIS ELETRICOS LTDA,CONDUTEC MATERIAIS ELETRICOS LTDA,PALHINHAS,56308000,,,34591582000140,01588,,,,,AV.CORONEL ANTONIO HONORATO,PE,,8730242553,084430508,,J,,,S,,,,,,0,,495,,0,99,99,99
000798,SK AUTOMOTIVE DISTRIBUIDORA DE AUTOPECAS,SK AUTOMOTIVE DISTRIBUIDORA DE AUTOPECAS,JUNCO,64607760,,,08237002004874,00824,,,,,AVENIDA SENADOR HELVIDIO NUNES,PI,,551136160622,196877105,,J,,,S,,,,,,0,Galpao CICI2,4840-B,,0,99,99,99
000799,RDX PE COMERCIO E SERVICOS LTDA,RDX PE COMERCIO E SERVICOS LTDA,JARDIM PAULISTA,53409245,,,41219406000147,01584,,,,,AMAURI BARBOSA RUSSIANO JUNIOR,PE,,8381901402,117370690,,J,,,S,,,,,,0,,155,,0,99,99,99
000800,TETRA INDUSTRIA DE PRODUTOS AUTOMOTIVOS EIRELI,TETRA INDUSTRIA DE PRODUTOS AUTOMOTIVOS,SITIO NOVO,53110000,,,37071814000127,01573,,,,,AV. LUIZ CORREIA DE BRITO,PE,,8132421075,088652726,,J,,,S,,,,,,0,,1116,,0,99,99,99
000801,TSA TECNOLOGIA EM SISTEMAS AUTOMOTIVOS L,TSA TECNOLOGIA EM SISTEMAS AUTOMOTIVOS L,CHACARA SAO JOAO,13312500,,,05745983000109,03537,,,,,"ROD DEPUTADO ARCHIMEDES LAMMOGLIA, QUADRAQ",SP,,1140139966,387166238115,,J,,,S,,,,,,0,,KM 23,,0,99,99,99
000802,ALTA COMERCIAL DE VEICULOS LTDA,ALTA COMERCIAL DE VEICULOS LTDA,SANTANA,02022011,,,60866308001380,03827,,,,,AVENIDA BRAZ LEME,SP,,1129904200,131403455117,,J,,,S,,,,,,0,,2885,,0,99,99,99
000803,VIKN COMERCIO DE AUTO PECAS LTDA,VIKN COMERCIO DE AUTO PECAS LTDA,RUA VENEZUELA,09667020,,,31132278000146,03809,,,,,RUA VENEZUELA,SP,,,799083196118,,J,,,S,,,,,,0,,350,,0,99,99,99
000804,J P R COMERCIO DE PECAS AUTOMOTIVAS LTDA,J P R COMERCIO DE PECAS AUTOMOTIVAS LTDA,JARDIM ANALIA FRANCO,03333050,,,19226921000103,03827,,,,,RUA CORONEL IRINEU DE CASTRO,SP,,1122680526,118574055110,,J,,,S,,,,,,0,Nao consta,155,,0,99,99,99
000805,AUTOTUDO PRODUTOS AUTOMOTIVOS LTDA - EPP,AUTOTUDO PRODUTOS AUTOMOTIVOS LTDA - EPP,VILA RODRIGUES,19806172,,,05912242000175,03311,,,,,AV DOM ANTONIO,SP,,1833024900,189150364117,,J,,,S,,,,,,0,,945,,0,99,99,99
000806,RADIMPORT IMPORTACAO E EXPORTACAO LTDA,RADIMPORT IMPORTACAO E EXPORTACAO LTDA,BARAUNA,44020252,,,33920493000480,01955,,,,,RUA PARDAL,BA,,7531996681,226843735,,J,,,S,,,,,,0,,22,,0,99,99,99
000807,ABD AUTOMOTIVE LTDA,ABD AUTOMOTIVE LTDA,CONCEICAO,09911510,,,52392704000150,03417,,,,,RUA CARAMURU,SP,,1140542424,286834723110,,J,,,S,,,,,,0,,350,,0,99,99,99
000808,SINOSCAR SA,SINOSCAR SA,PATRIA NOVA,93410038,,,91688234000129,04888,,,,,AVENIDA PEDRO ADAMS FILHO,RS,,5135841300,0860010465,,J,,,S,,,,,,0,,3790,,0,99,99,99
000809,EUROVIA AUT E UTILIT SA MATRIZ,EUROVIA AUT E UTILIT SA MATRIZ,IMBIRIBEIRA,51180001,,,04109834000190,01594,,,,,AVENIDA MARECHAL MASCARENHAS DE MORAES,PE,,8121197039,027562506,,J,,,S,,,,,,0,PREDIO B,2160,,0,99,99,99
000810,MARIA CLEUDEI DA ANUNCIACAO SOUZA 45060266591,MARIA CLEUDEI DA ANUNCIACAO SOUZA 450602,JARDIM BRASILIA (ZONA NORTE),02858050,,,46439837000132,03827,,,,,AVENIDA DEPUTADO CANTIDIO SAMPAIO,SP,,0011998435869,136099940118,,J,,,S,,,,,,0,Nao consta,4910,,0,99,99,99
000811,RUAH VEICULOS LTDA,RUAH VEICULOS LTDA,DISTRITO INDUSTRIAL,94930615,,,04130692001204,04663,,,,,AV. CRUZEIRO,RS,,5130253000,1770200441,,J,,,S,,,,,,0,PAVILHAO 1B,840,,0,99,99,99
000812,WGS DISTRIBUIDORA DE AUTO PECAS LTDA F-4,WGS DISTRIBUIDORA DE AUTO PECAS LTDA F-4,ANITA GARIBALDI,89203307,,,04994734000780,04445,,,,,RUA OTTOKAR DOERFFEL,SC,,4730327300,255647492,,J,,,S,,,,,,0,,1139,,0,99,99,99
000813,KOLMEYA COMERCIAL LTDA,KOLMEYA COMERCIAL LTDA,VILA FORMOSA,03362050,,,46035486000102,03827,,,,,RUA ARACE,SP,,,134854981116,,J,,,S,,,,,,0,BOX 15,303,,0,99,99,99
000814,DNA DISTRIBUIDORA NACIONAL,DNA,VILA MARIA,02127001,,,38240976000104,05566,003,,,,AVENIDA ALBERTO BYINGTON,SP,,,000000000000000,,J,,,S,,,000000000000000,,1,0,,1877,,0,99,-1,-1
000815,ADEONE JOAO DA SILVA MUNIZ LTDA,ADEONE JOAO DA SILVA MUNIZ LTDA,CENTRO,56260000,,,50894043000136,01542,,,,,RUA DO ACESSO,PE,,8796508866,110975740,,J,,,S,00030577,,,,,0,,48,,0,99,99,99
000816,AUTO CENTRO VEM CAR EIRELI - ME,AUTO CENTRO VEM CAR EIRELI - ME,N. SRA. DAS GRACAS,56000000,,,24679368000196,01600,,,,,RUA MAJOR ANTONIO RUFINO,PE,,8738716661,067031439,,J,,,S,,,,,,0,,1110,,0,99,99,99
000817,T PARTS COMERCIAL E IMPORTADORA DE AUTO PECAS,T PARTS,VILA HAMBURGUESA,05302041,,,00262985000123,05566,,,,,RUA BRENTANO,SP,,,000000000000000,,J,,,S,,,000000000000000,,,0,,538,,0,99,-1,-1
000818,MONARCA INDUSTRIA DE COMPONENTES ELETRICOS LTDA,MONARCA,DISTRITO INDUSTRIAL,95688312,,,06002787000107,04679,,,,,RUA RADIAL LESTE,RS,,5432823412,0220053740,,J,,monarca@monarcapecas.com.br,S,,,000000000000000,,7,0,,182,,0,99,-1,-1
000819,MARLENE APARECIDA DA MOTA SANTOS,MARLENE APARECIDA DA MOTA SANTOS,SAO JOSE,35633110,,,48907420000182,02320,,,,,AVENIDA PADRE AUGUSTO,MG,,37991495280,0045046980088,,J,,,S,,,,,,0,Lado Impar,303,,0,99,99,99
000820,JUAREZ COMERCIAL DE PNEUS EIRELI,JUAREZ COMERCIAL DE PNEUS EIRELI,JOAO XXIII,48900365,,,28916691000197,02042,,,,,RODOVIA LOMANTO JUNIOR,BA,,7436126782,144246810,,J,,,S,,,,,,0,QUADRAB LOTEAME TRADE,LOTE 5,,0,99,99,99
000821,TOP RELAY ELETRONICA EIRELI,TOP RELAY ELETRONICA EIRELI,VILA LEONOR,02078000,,,29583420000120,03827,,,,,R CACHOEIRA DO ARARI,SP,,1122188474,129026597110,,J,,,S,,,,,,0,,422,,0,99,99,99
000822,IVANILDO MARIANO SOARES SOBRINHO,IVANILDO MARIANO SOARES SOBRINHO,CENTRO,56130000,,,54065604000145,01510,,,,,AV ELIZIARIO INACIO CAVALCANTE  2414,PE,,87981535622,115722998,,J,,,S,,,,,,0,,2414,,0,99,99,99
